,461000,Werbekosten,28.09.2023,200000000396,3,ACOD Kongress Partnerpaket,10003370,ACOD Automotive Cluster Ostdeutschland GmbH,Lieferantenrechnung,"4,299.00 EUR",,
,461000,Werbekosten,27.09.2023,200000000386,3,Visitenkarten 100 Stück,1010075,ReklameWerkstatt,Lieferantenrechnung,38.70 EUR,,
,461000,Werbekosten,11.09.2023,200000000346,3,"Presseverteiler erstellt,2 Std. a 89€",10003207,Dr. Barbara Stumpp,Lieferantenrechnung,178.00 EUR,,
,461000,Werbekosten,11.09.2023,200000000346,4,"Pressemeldung schreiben, 1S. a 390€",10003207,Dr. Barbara Stumpp,Lieferantenrechnung,390.00 EUR,,
,461000,Werbekosten,11.09.2023,200000000346,5,"Artikel schreiben,8251 Z=2,8 S a 390€",10003207,Dr. Barbara Stumpp,Lieferantenrechnung,"1,092.00 EUR",,
,461000,Werbekosten,31.08.2023,200000000352,3,Google Ads 08/2023,2,NetCo Professional Services GmbH,Lieferantenrechnung,"1,162.89 EUR",,
,461000,Werbekosten,31.08.2023,200000000352,8,Fiverr Video ScanExpress,2,NetCo Professional Services GmbH,Lieferantenrechnung,95.12 EUR,,
,461000,Werbekosten,02.08.2023,200000000277,5,Newslettermodul,1010362,WebhostOne GmbH,Lieferantenrechnung,2.76 EUR,,
,461000,Werbekosten,31.07.2023,200000000300,11,Google Ads 07/2023,2,NetCo Professional Services GmbH,Lieferantenrechnung,"1,098.07 EUR",,
,461000,Werbekosten,01.07.2023,200000000249,3,Schnitt für Testimonial-Clips,1010420,Tilo Sichler,Lieferantenrechnung,250.00 EUR,,
,461000,Werbekosten,30.06.2023,200000000246,11,Google Ads 06/2023,2,NetCo Professional Services GmbH,Lieferantenrechnung,"1,277.06 EUR",,
,461000,Werbekosten,16.06.2023,200000000206,3,Schlussrechnung aus Angebot AN-1026,1010420,Tilo Sichler,Lieferantenrechnung,"2,497.50 EUR",,
,461000,Werbekosten,31.05.2023,200000000200,12,Google Ads 05/2023,2,NetCo Professional Services GmbH,Lieferantenrechnung,"1,360.98 EUR",,
,461000,Werbekosten,04.05.2023,200000000189,3,L-Banner,1010093,WIRmachenDRUCK GmbH,Lieferantenrechnung,57.65 EUR,,
,461000,Werbekosten,04.05.2023,200000000190,3,Flyer,1010093,WIRmachenDRUCK GmbH,Lieferantenrechnung,55.73 EUR,,
,461000,Werbekosten,02.05.2023,200000000162,5,Newslettermodul,1010362,WebhostOne GmbH,Lieferantenrechnung,2.76 EUR,,
,461000,Werbekosten,30.04.2023,38,1,UB Re. Stepstone,#,Nicht zugeordnet,Manuelle Buchung für Erfassungsbelege,,"1,349.00 EUR",
,461000,Werbekosten,30.04.2023,200000000174,10,Google Ads 04/2023,2,NetCo Professional Services GmbH,Lieferantenrechnung,"1,309.01 EUR",,
,461000,Werbekosten,21.04.2023,200000000154,3,Teilrechnung aus Angebot AN-1026,1010420,Tilo Sichler,Lieferantenrechnung,"2,497.50 EUR",,
,461000,Werbekosten,06.04.2023,200000000126,3,Stepstone,10002208,Stepstone Deutschland GmbH,Lieferantenrechnung,"1,349.00 EUR",,
,461000,Werbekosten,31.03.2023,200000000145,5,Google Ads 03/2023,2,NetCo Professional Services GmbH,Lieferantenrechnung,"1,469.68 EUR",,
,461000,Werbekosten,21.03.2023,31,2,UB nessie 03/2023,#,Nicht zugeordnet,Manuelle Buchung für Erfassungsbelege,,"3,500.00 EUR",
,461000,Werbekosten,21.03.2023,200000000119,4,Sales support,1010280,Nessie Research Lab Sp. z o.o.,Lieferantenrechnung,"3,500.00 EUR",,
,461000,Werbekosten,28.02.2023,11,2,PipeDrive 01/2023,#,Nicht zugeordnet,Manuelle Buchung für Erfassungsbelege,34.90 EUR,,
,461000,Werbekosten,28.02.2023,11,4,PipeDrive 02/2023,#,Nicht zugeordnet,Manuelle Buchung für Erfassungsbelege,34.90 EUR,,
,461000,Werbekosten,28.02.2023,200000000093,8,Google Ads 02/2023,2,NetCo Professional Services GmbH,Lieferantenrechnung,958.67 EUR,,
,461000,Werbekosten,31.01.2023,13,5,Keyword Advertising Vogel Jan. 2023,#,Nicht zugeordnet,Manuelle Buchung für Erfassungsbelege,"1,015.00 EUR",,
,461000,Werbekosten,31.01.2023,14,5,Keyword Advertising Vogel Jan. 2023,#,Nicht zugeordnet,Storno manuelle Buchung - Erfassg.beleg,,"1,015.00 EUR",
,461000,Werbekosten,31.01.2023,15,5,Keyword Advertising Vogel Jan. 2023,#,Nicht zugeordnet,Manuelle Buchung für Erfassungsbelege,"1,015.00 EUR",,
,461000,Werbekosten,31.01.2023,200000000049,4,Fiverrr,2,NetCo Professional Services GmbH,Lieferantenrechnung,12.14 EUR,,
,461000,Werbekosten,31.01.2023,200000000049,7,Google Ads 01/2023,2,NetCo Professional Services GmbH,Lieferantenrechnung,413.09 EUR,,
,461000,Werbekosten,10.01.2023,200000000004,3,ER1186 Cloudforyou,2,NetCo Professional Services GmbH,Lieferantenrechnung,18.00 EUR,,
,461000,Werbekosten,05.01.2023,200000000016,3,Newslettermodul 01/2023,1010362,WebhostOne GmbH,Lieferantenrechnung,2.76 EUR,,
,Ergebnis,,,,,,,,,"35,316.42 EUR","35,316.42 EUR",
