,Sachkonten - Buchungen,,,,,,,,,,,
,,,,,,,,,,,,
,Gesendet um: ,09.02.2026 11:07:57 CET,,,,,,,,,,
,Daten benutzerbasiert: ,Thomas Gottschalk,,,,,,,,,,
,Berechtigungskontext: ,* (Keine Einschränkungen),,,,,,,,,,
,,,,,,,,,,,,
,Selektion:,,,,,,,,,,,
,Unternehmen,3 (Microvista GmbH),,,,,,,,,,
,Rechnungslegungswerk,4010 (HGB),,,,,,,,,,
,Buchungsperiode/-jahr,[001.2025 ... 012.2025],,,,,,,,,,
,Sachkonto,460100 (Messekosten); 461000 (Werbekosten),,,,,,,,,,
,Anzeigewährung - Umrechnungsdatum,Heute - 09.02.2026,,,,,,,,,,
,,,,,,,,,,,,
,Sachkonto,,Buchungsdatum,Buchungsbeleg,Buchungsbelegposition,Positionstext,Kreditorgeschäftspartner,,Buchungsbelegart,Sollbetrag in Hauswährung,Habenbetrag in Hauswährung,
,461000,Werbekosten,31.12.2025,94,7,PresseBox Ticketpaket 31.10.-31.12.2025,#,Nicht zugeordnet,Manuelle Buchung für Erfassungsbelege,219.35 EUR,,
,461000,Werbekosten,31.12.2025,105,2,UB Google Ads Management 12/25,#,Nicht zugeordnet,Manuelle Buchung für Erfassungsbelege,500.00 EUR,,
,461000,Werbekosten,31.12.2025,200000000717,3,Google 12/2025  (22163),2,NetCo Professional Services GmbH,Lieferantenrechnung,"2,124.96 EUR",,
,461000,Werbekosten,22.12.2025,200000000701,2,Anmeldung f. Showevent 11/2025,10003001,Meta Platforms Ireland Limited,Lieferantenrechnung,43.84 EUR,,
,461000,Werbekosten,01.12.2025,200000000670,4,Kampagne Websitebesuche Show SE2,10000892,Linkedin Ireland Unlimited,Lieferantenrechnung,78.04 EUR,,
,461000,Werbekosten,01.12.2025,200000000711,4,Kampagne Websitebesuche Show SE2,10000892,Linkedin Ireland Unlimited,Lieferantenrechnung,18.68 EUR,,
,461000,Werbekosten,30.11.2025,84,7,PresseBox Ticketpaket 31.10.-31.12.2025,#,Nicht zugeordnet,Manuelle Buchung für Erfassungsbelege,219.35 EUR,,
,461000,Werbekosten,30.11.2025,93,2,UB Adseed,#,Nicht zugeordnet,Manuelle Buchung für Erfassungsbelege,460.00 EUR,,
,461000,Werbekosten,30.11.2025,93,4,UB Google Ads Management,#,Nicht zugeordnet,Manuelle Buchung für Erfassungsbelege,500.00 EUR,,
,461000,Werbekosten,30.11.2025,200000000684,12,Google 10/2025  (21803),2,NetCo Professional Services GmbH,Lieferantenrechnung,"4,499.89 EUR",,
,461000,Werbekosten,27.11.2025,200000000669,4,Kampagne Websitebesuche Show SE2,10000892,Linkedin Ireland Unlimited,Lieferantenrechnung,115.38 EUR,,
,461000,Werbekosten,26.11.2025,200000000657,2,Anmeldung f. Showevent 11/2025,10003001,Meta Platforms Ireland Limited,Lieferantenrechnung,135.00 EUR,,
,461000,Werbekosten,26.11.2025,200000000672,4,Kampagne Websitebesuche Show SE2,10000892,Linkedin Ireland Unlimited,Lieferantenrechnung,182.38 EUR,,
,461000,Werbekosten,25.11.2025,200000000673,4,Kampagne Websitebesuche Show SE2,10000892,Linkedin Ireland Unlimited,Lieferantenrechnung,102.88 EUR,,
,461000,Werbekosten,23.11.2025,200000000649,2,Anmeldung f. Showevent 11/2025,10003001,Meta Platforms Ireland Limited,Lieferantenrechnung,135.00 EUR,,
,461000,Werbekosten,23.11.2025,200000000675,4,Kampagne Websitebesuche Show SE2,10000892,Linkedin Ireland Unlimited,Lieferantenrechnung,108.20 EUR,,
,461000,Werbekosten,22.11.2025,200000000650,2,Anmeldung f. Showevent 11/2025,10003001,Meta Platforms Ireland Limited,Lieferantenrechnung,49.59 EUR,,
,461000,Werbekosten,21.11.2025,200000000671,4,Kampagne Websitebesuche Show SE2,10000892,Linkedin Ireland Unlimited,Lieferantenrechnung,107.82 EUR,,
,461000,Werbekosten,19.11.2025,200000000648,2,Anmeldung f. Showevent 11/2025,10003001,Meta Platforms Ireland Limited,Lieferantenrechnung,135.00 EUR,,
,461000,Werbekosten,19.11.2025,200000000674,4,Kampagne Websitebesuche Show SE2,10000892,Linkedin Ireland Unlimited,Lieferantenrechnung,112.98 EUR,,
,461000,Werbekosten,18.11.2025,200000000668,4,Kampagne Websitebesuche Show SE2,10000892,Linkedin Ireland Unlimited,Lieferantenrechnung,110.92 EUR,,
