# ----------------------------------------
# Traffic acquisition: Session source / medium
# Account: www.netco.de
# Property: NetCo allgemein (GA4)
# ----------------------------------------
# 
# All Users
# Start date: 20230101
# End date: 20260131
Session source / medium,Sessions,Engaged sessions,Engagement rate,Average engagement time per session,Events per session,Event count,Key events,Session key event rate,Total revenue
mybestsearches.com / referral,1,0,0,0,4,4,0,0,0
myeventsearch.de / referral,1,1,1,96,15,15,0,0,0
netgogroupgmbh.lightning.force.com / referral,1,1,1,33,10,10,0,0,0
new-tab.app / referral,1,1,1,10,5,5,0,0,0
news.hometalk.com / referral,1,0,0,3,5,5,0,0,0
newsbomb.gr / referral,1,0,0,0,3,3,0,0,0
nicelocal.com.de / referral,1,0,0,5,5,5,0,0,0
nikon-fotografie.de / referral,1,0,0,3,4,4,0,0,0
notebooklm.google.com / referral,1,0,0,0,3,3,0,0,0
openurls.com.cn / referral,1,0,0,1,5,5,0,0,0
org62.lightning.force.com / referral,1,1,1,10,7,7,0,0,0
ortsdienst.de / referral,1,1,1,23,5,5,0,0,0
partall716.webcam-profi.de / referral,1,1,1,83,15,15,0,0,0
pax8.lightning.force.com / referral,1,1,1,331,7,7,0,0,0
ph.search.yahoo.com / referral,1,1,1,14,7,7,0,0,0
photos.google.com / referral,1,0,0,1,5,5,0,0,0
porr-prager-carree.webcam-profi.de / referral,1,1,1,11,7,7,0,0,0
porta1329.webcam-profi.de / referral,1,1,1,0,6,6,0,0,0
porta24.webcam-profi.de / referral,1,1,1,14,8,8,0,0,0
portal.2119.webcam-profi.de / referral,1,1,1,26,5,5,0,0,0
portal0001.webcam-profi.de / referral,1,1,1,8,16,16,0,0,0
portal1000.webcam-profi.de / referral,1,1,1,27,7,7,0,0,0
portal1116.webcam-profi.de / referral,1,1,1,12,10,10,0,0,0
portal1235.webcam-profi.de / referral,1,0,0,0,2,2,0,0,0
portal1244.webcam-profi.de / referral,1,1,1,0,3,3,0,0,0
portal1268.webcam-profi.de / referral,1,0,0,0,2,2,0,0,0
portal12711.webcam-profi.de / referral,1,1,1,10,3,3,0,0,0
portal1272.webcam-profi.de / referral,1,1,1,13,13,13,1,1,0
portal12785.webcam-profi.de / referral,1,1,1,28,13,13,0,0,0
portal1371.webcam-profi.de / referral,1,1,1,0,9,9,0,0,0
portal1424.webcam-profi.de / referral,1,1,1,1,4,4,0,0,0
portal144.webcam-profi.de / referral,1,0,0,0,2,2,0,0,0
portal1461.webcam-profi.de / referral,1,1,1,11,5,5,0,0,0
portal1510.webcam-profi.de / referral,1,0,0,0,2,2,0,0,0
portal1559.webcam-profi.de / referral,1,0,0,0,2,2,0,0,0
portal1591.webcam-profi.de / referral,1,1,1,0,5,5,0,0,0
portal164.webcam-profi.de / referral,1,1,1,42,9,9,0,0,0
portal1653.webcam-profi.de / referral,1,1,1,1,15,15,0,0,0
portal1699.webcam-profi.de / referral,1,0,0,0,3,3,0,0,0
portal1724.webcam-profi.de / referral,1,1,1,1,17,17,0,0,0
portal18.28.webcam-profi.de / referral,1,1,1,55,9,9,0,0,0
portal1806.webcam-profi.de / referral,1,1,1,0,5,5,0,0,0
portal1828.webcam-profi.de / referral,1,1,1,94,17,17,0,0,0
portal1881.webcam-profi.de / referral,1,0,0,1,3,3,0,0,0
portal1882.webcam-profi.de / referral,1,1,1,7,5,5,0,0,0
portal1930.webcam-profi.de / referral,1,1,1,4,4,4,0,0,0
portal1939.webcam-profi.de / referral,1,1,1,0,4,4,0,0,0
portal1949.webcam-profi.de / referral,1,1,1,2,7,7,0,0,0
portal1975.webcam-profi.de / referral,1,1,1,419,31,31,0,0,0
portal2047.webcam-profi.de / referral,1,0,0,1,3,3,0,0,0
portal2064.webcam-profi.de / referral,1,1,1,5,7,7,0,0,0
portal2074.webcam-profi.de / referral,1,1,1,8,22,22,0,0,0
portal2177.webcam-profi.de / referral,1,0,0,0,2,2,0,0,0
portal2196.webcam-profi.de / referral,1,0,0,0,3,3,0,0,0
portal2258.webcam-profi.de / referral,1,1,1,0,7,7,0,0,0
portal2282.webcam-profi.de / referral,1,1,1,44,4,4,0,0,0
portal23021.webcam-profi.de / referral,1,1,1,0,9,9,0,0,0
portal2368.webcam-profi.de / referral,1,0,0,0,2,2,0,0,0
portal2443.webcam-profi.de / referral,1,0,0,5,4,4,0,0,0
portal2448.webcam-profi.de / referral,1,1,1,0,7,7,0,0,0
portal24775.webcam-profi.de / referral,1,1,1,14,5,5,0,0,0
portal25088.webcam-profi.de / referral,1,1,1,23,48,48,0,0,0
portal25287.webcam-profi.de / referral,1,1,1,20,7,7,0,0,0
portal2558.webcam-profi.de / referral,1,0,0,0,3,3,0,0,0
portal2603.webcam-profi.de / referral,1,1,1,7,13,13,0,0,0
portal2608.webcam-profi.de / referral,1,1,1,40,4,4,0,0,0
portal2614.webcam-profi.de / referral,1,0,0,0,2,2,0,0,0
portal265.webcam-profi.de / referral,1,1,1,6,4,4,0,0,0
portal2650.webcam-profi.de / referral,1,1,1,24,5,5,0,0,0
portal2655.webcam-profi.de / referral,1,1,1,14,4,4,0,0,0
portal2656.webcam-profi.de / referral,1,1,1,25,16,16,0,0,0
portal2666.webcam-profi.de / referral,1,1,1,286,10,10,0,0,0
portal2667.webcam-profi.de / referral,1,1,1,402,8,8,0,0,0
portal2702.webcam-profi.de / referral,1,0,0,2,3,3,0,0,0
portal2703.webcam-profi.de / referral,1,1,1,22,5,5,0,0,0
portal2718.webcam-profi.de / referral,1,1,1,16,5,5,0,0,0
portal2733.webcam-profi.de / referral,1,0,0,3,4,4,0,0,0
portal2755.webcam-profi.de / referral,1,0,0,0,3,3,0,0,0
portal2759.webcam-profi.de / referral,1,0,0,0,2,2,0,0,0
portal2764.webcam-profi.de / referral,1,0,0,0,3,3,0,0,0
portal2779.webcam-profi.de / referral,1,1,1,71,9,9,0,0,0
portal2822.webcam-profi.de / referral,1,1,1,61,4,4,0,0,0
portal2854.webcam-profi.de / referral,1,0,0,0,2,2,0,0,0
portal2871.webcam-profi.de / referral,1,1,1,16,6,6,0,0,0
portal2899.webcam-profi.de / referral,1,1,1,177,53,53,0,0,0
portal2917.webcam-profi.de / referral,1,1,1,1,8,8,0,0,0
portal2940.webcam-profi.de / referral,1,1,1,9,34,34,0,0,0
portal2945.webcam-profi.de / referral,1,1,1,0,17,17,0,0,0
portal2987.webcam-profi.de / referral,1,1,1,75,12,12,0,0,0
portal2999.webcam-profi.de / referral,1,1,1,109,23,23,0,0,0
portal3755.webcam-profi.de / referral,1,1,1,0,4,4,0,0,0
portal7423.webcam-profi.de / referral,1,0,0,3,5,5,0,0,0
portal905.webcam-profi.de / referral,1,0,0,0,3,3,0,0,0
potal256.webcam-profi.de / referral,1,1,1,61,11,11,0,0,0
projekte.bautvplus.de / referral,1,1,1,11,4,4,0,0,0
raidboxes.lightning.force.com / referral,1,0,0,5,5,5,0,0,0
related.lifestyle-insights.com / referral,1,1,1,7,8,8,0,0,0
rheinforum.com / referral,1,0,0,0,2,2,0,0,0
s.travelpros.io / referral,1,1,1,6,5,5,0,0,0
scanmail.trustwave.com / referral,1,1,1,36,5,5,0,0,0
scholarships.vastlearners.com / referral,1,1,1,14,4,4,0,0,0
search.becovi.co / referral,1,1,1,10,8,8,0,0,0
search.becovi.com / referral,1,1,1,11,5,5,0,0,0
search.becovi.net / referral,1,1,1,24,11,11,0,0,0
startfenster.de / referral,1,1,1,18,8,8,0,0,0
studip.hs-harz.de / referral,1,1,1,31,7,7,0,0,0
swisscows.com / referral,1,1,1,38,11,11,0,0,0
system.dialfire.com / referral,1,1,1,28,5,5,0,0,0
translate.google.com.sg / referral,1,1,1,517,5,5,0,0,0
trennungsschmerzen.de / referral,1,0,0,1,4,4,0,0,0
vbcap.noncd.db.de / referral,1,1,1,41,5,5,0,0,0
vibrant-world.com / referral,1,0,0,2,5,5,0,0,0
vodafonemail.de / referral,1,1,1,33,5,5,0,0,0
waimaosou.com / referral,1,0,0,0,4,4,0,0,0
webcamgalore.de / referral,1,0,0,0,3,3,0,0,0
webmail.strato.com / referral,1,1,1,102,25,25,0,0,0
wetter.com / referral,1,1,1,0,4,4,0,0,0
wm-logistik.webcam-profi.de / referral,1,1,1,12,6,6,0,0,0
wx2.qq.com / referral,1,1,1,140,10,10,0,0,0
xing-e-recruiting.lightning.force.com / referral,1,1,1,33,7,7,0,0,0
xing.com / referral,1,0,0,0,3,3,0,0,0
